Date,Platform,Campaign,Spend,Revenue,Clicks,Impressions,Conversions
2024-04-10,Facebook Ads,Retargeting,1217.41,4740.72,512,9216,17
2024-04-10,Google Ads,Brand Search,9323.08,44392.84,542,11924,35
2024-04-10,Snapchat Ads,Prospecting,2481.25,13380.44,303,3636,13
2024-04-10,Pinterest Ads,Awareness,2266.48,11906.11,532,7448,44
2024-04-10,Tiktok Ads,Video,408.45,2178.71,597,8955,20
2024-04-10,Affiliate,Affiliation,4808.78,19367.0,353,8825,20
2024-04-10,Liveintent,Email,1255.34,6208.32,279,2790,16
2024-04-10,Criteo,Display Retargeting,398.43,2053.86,316,5688,19
2024-04-10,Microsoft Ads,Search,28.56,100.53,542,9756,48
2024-04-11,Facebook Ads,Retargeting,1986.62,10397.62,555,8325,36
2024-04-11,Google Ads,Brand Search,1814.89,6708.7,546,10920,23
2024-04-11,Snapchat Ads,Prospecting,3076.84,16841.95,321,4815,22
2024-04-11,Pinterest Ads,Awareness,5350.49,23174.23,348,6612,18
2024-04-11,Tiktok Ads,Video,200.34,894.84,598,5980,19
2024-04-11,Affiliate,Affiliation,3183.94,12223.89,276,4416,21
2024-04-11,Liveintent,Email,502.53,2306.59,553,12166,38
2024-04-11,Criteo,Display Retargeting,4729.51,25526.42,320,3200,27
2024-04-11,Microsoft Ads,Search,4139.73,15504.46,396,5148,20
2024-04-12,Facebook Ads,Retargeting,2877.62,15383.18,403,6448,34
2024-04-12,Google Ads,Brand Search,4580.17,16336.13,574,6314,32
2024-04-12,Snapchat Ads,Prospecting,1395.4,5685.21,475,9025,22
2024-04-12,Pinterest Ads,Awareness,2355.64,10983.79,341,5797,24
2024-04-12,Tiktok Ads,Video,6374.29,29668.31,253,6325,13
2024-04-12,Affiliate,Affiliation,2273.34,9958.17,494,6916,37
2024-04-12,Liveintent,Email,1637.46,7237.18,430,4730,26
2024-04-12,Criteo,Display Retargeting,2520.38,12719.65,311,6220,9
2024-04-12,Microsoft Ads,Search,6513.98,25428.48,454,4540,22
2024-04-13,Facebook Ads,Retargeting,2124.38,10211.56,297,5940,15
2024-04-13,Google Ads,Brand Search,993.15,4971.62,265,3710,22
2024-04-13,Snapchat Ads,Prospecting,6477.21,31444.35,344,5848,24
2024-04-13,Pinterest Ads,Awareness,9098.24,32418.48,440,10120,32
2024-04-13,Tiktok Ads,Video,551.9,2669.32,413,4956,18
2024-04-13,Affiliate,Affiliation,1427.1,5274.82,321,8025,10
2024-04-13,Liveintent,Email,796.71,3824.92,360,9000,19
2024-04-13,Criteo,Display Retargeting,2225.01,9482.81,530,12720,40
2024-04-13,Microsoft Ads,Search,3114.01,14152.46,397,9925,31
2024-04-14,Facebook Ads,Retargeting,3684.78,14129.87,504,5040,27
2024-04-14,Google Ads,Brand Search,2808.65,11574.76,521,13025,17
2024-04-14,Snapchat Ads,Prospecting,2587.09,10408.03,499,8982,20
2024-04-14,Pinterest Ads,Awareness,1158.67,5636.64,588,9408,18
2024-04-14,Tiktok Ads,Video,4911.77,21600.42,334,6012,20
2024-04-14,Affiliate,Affiliation,1699.72,9265.44,532,12768,33
2024-04-14,Liveintent,Email,10316.67,49818.92,401,7218,25
2024-04-14,Criteo,Display Retargeting,2681.71,11301.11,356,7832,27
2024-04-14,Microsoft Ads,Search,359.99,1464.23,503,9557,44
2024-04-15,Facebook Ads,Retargeting,4574.69,17224.46,311,3421,26
2024-04-15,Google Ads,Brand Search,1595.26,8761.04,577,13848,37
2024-04-15,Snapchat Ads,Prospecting,4703.89,19699.31,510,12750,22
2024-04-15,Pinterest Ads,Awareness,292.87,1247.77,454,10896,38
2024-04-15,Tiktok Ads,Video,779.9,3928.51,374,6732,20
2024-04-15,Affiliate,Affiliation,7855.15,39507.12,545,10355,36
2024-04-15,Liveintent,Email,1045.57,4195.58,286,6578,13
2024-04-15,Criteo,Display Retargeting,7360.74,29336.78,324,4860,25
2024-04-15,Microsoft Ads,Search,1328.72,6794.68,432,9504,31
2024-04-16,Facebook Ads,Retargeting,4081.74,20835.49,367,4771,12
2024-04-16,Google Ads,Brand Search,4696.06,22735.83,455,6825,29
2024-04-16,Snapchat Ads,Prospecting,2849.29,11286.27,321,6099,24
2024-04-16,Pinterest Ads,Awareness,1444.07,5066.64,443,7088,22
2024-04-16,Tiktok Ads,Video,947.71,4146.35,363,7260,25
2024-04-16,Affiliate,Affiliation,133.8,718.83,367,5138,28
2024-04-16,Liveintent,Email,1436.29,5605.59,460,6900,34
2024-04-16,Criteo,Display Retargeting,4197.53,22307.9,369,4059,29
2024-04-16,Microsoft Ads,Search,11042.06,59140.44,512,5120,30
2024-04-17,Facebook Ads,Retargeting,5284.94,21672.38,453,5889,16
2024-04-17,Google Ads,Brand Search,3745.97,19975.44,483,6762,21
2024-04-17,Snapchat Ads,Prospecting,4005.31,19677.43,282,3948,16
2024-04-17,Pinterest Ads,Awareness,2819.91,11953.48,554,7202,37
2024-04-17,Tiktok Ads,Video,777.43,3735.39,600,7200,26
2024-04-17,Affiliate,Affiliation,6130.01,24870.65,414,10350,31
2024-04-17,Liveintent,Email,2864.54,14840.29,268,3752,10
2024-04-17,Criteo,Display Retargeting,2119.57,9975.03,354,4602,19
2024-04-17,Microsoft Ads,Search,303.36,1139.71,442,4420,16
2024-04-18,Facebook Ads,Retargeting,1815.65,8793.65,460,5520,29
2024-04-18,Google Ads,Brand Search,1890.28,8943.36,542,6504,31
2024-04-18,Snapchat Ads,Prospecting,6126.52,25753.77,600,6000,41
2024-04-18,Pinterest Ads,Awareness,2424.21,8687.9,561,6732,48
2024-04-18,Tiktok Ads,Video,1466.88,6798.66,398,5970,23
2024-04-18,Affiliate,Affiliation,11533.25,59833.23,400,8400,21
2024-04-18,Liveintent,Email,359.59,1317.93,269,5918,15
2024-04-18,Criteo,Display Retargeting,1682.76,7794.85,277,4432,17
2024-04-18,Microsoft Ads,Search,131.56,627.6,308,7700,22
2024-04-19,Facebook Ads,Retargeting,2664.45,9349.69,473,5676,19
2024-04-19,Google Ads,Brand Search,4950.14,22761.71,539,11319,17
2024-04-19,Snapchat Ads,Prospecting,650.05,3184.66,415,7470,27
2024-04-19,Pinterest Ads,Awareness,3866.65,13636.93,268,5628,18
2024-04-19,Tiktok Ads,Video,683.81,3098.97,510,12240,30
2024-04-19,Affiliate,Affiliation,4781.11,23141.19,265,5300,13
2024-04-19,Liveintent,Email,2774.38,13182.46,572,7436,47
2024-04-19,Criteo,Display Retargeting,3233.41,12914.15,259,3367,8
2024-04-19,Microsoft Ads,Search,35.95,177.96,471,10833,32
2024-04-20,Facebook Ads,Retargeting,7088.25,26681.81,402,7236,18
2024-04-20,Google Ads,Brand Search,2793.07,11560.83,264,4488,9
2024-04-20,Snapchat Ads,Prospecting,782.71,3616.87,414,7452,15
2024-04-20,Pinterest Ads,Awareness,3808.0,19466.99,496,8432,33
2024-04-20,Tiktok Ads,Video,711.94,3067.22,525,6825,41
2024-04-20,Affiliate,Affiliation,4439.42,16602.98,515,8240,16
2024-04-20,Liveintent,Email,257.19,1240.35,417,6255,27
2024-04-20,Criteo,Display Retargeting,2619.2,13117.33,452,4520,13
2024-04-20,Microsoft Ads,Search,1675.41,5922.87,495,9900,27
2024-04-21,Facebook Ads,Retargeting,575.31,2872.34,282,5358,23
2024-04-21,Google Ads,Brand Search,1569.4,6927.06,553,12719,29
2024-04-21,Snapchat Ads,Prospecting,70.73,311.23,542,13550,30
2024-04-21,Pinterest Ads,Awareness,3584.76,15578.97,277,3878,11
2024-04-21,Tiktok Ads,Video,2031.57,7314.89,263,2630,21
2024-04-21,Affiliate,Affiliation,5169.49,18788.18,326,6846,11
2024-04-21,Liveintent,Email,1999.0,8463.32,381,8382,31
2024-04-21,Criteo,Display Retargeting,2020.66,9778.0,415,7470,12
2024-04-21,Microsoft Ads,Search,7704.04,29804.42,392,4704,12
2024-04-22,Facebook Ads,Retargeting,139.82,513.17,576,13824,31
2024-04-22,Google Ads,Brand Search,6608.16,31834.43,350,8400,27
2024-04-22,Snapchat Ads,Prospecting,5419.03,29180.67,270,4320,21
2024-04-22,Pinterest Ads,Awareness,3122.87,15708.86,349,5235,15
2024-04-22,Tiktok Ads,Video,2548.91,9075.52,355,6390,23
2024-04-22,Affiliate,Affiliation,6314.78,29681.89,396,3960,13
2024-04-22,Liveintent,Email,580.84,2929.98,527,7378,24
2024-04-22,Criteo,Display Retargeting,233.11,1103.01,277,6648,24
2024-04-22,Microsoft Ads,Search,775.86,3767.53,282,2820,13
2024-04-23,Facebook Ads,Retargeting,3785.24,14403.63,499,9481,34
2024-04-23,Google Ads,Brand Search,84.39,424.49,471,5652,17
2024-04-23,Snapchat Ads,Prospecting,2090.79,10638.39,423,7614,34
2024-04-23,Pinterest Ads,Awareness,12890.71,59339.02,383,6511,25
2024-04-23,Tiktok Ads,Video,4629.83,17749.86,344,6192,29
2024-04-23,Affiliate,Affiliation,1762.61,6697.22,434,4774,31
2024-04-23,Liveintent,Email,157.27,600.41,469,9849,42
2024-04-23,Criteo,Display Retargeting,4257.3,19373.98,292,2920,13
2024-04-23,Microsoft Ads,Search,2185.34,10696.82,346,7612,15
2024-04-24,Facebook Ads,Retargeting,279.45,1497.93,266,5320,16
2024-04-24,Google Ads,Brand Search,225.58,872.15,361,6859,14
2024-04-24,Snapchat Ads,Prospecting,5501.88,22106.78,594,6534,48
2024-04-24,Pinterest Ads,Awareness,2531.99,9938.38,423,5922,37
2024-04-24,Tiktok Ads,Video,4046.1,15252.3,275,5225,15
2024-04-24,Affiliate,Affiliation,4833.5,21991.64,559,6708,23
2024-04-24,Liveintent,Email,1941.15,7899.48,292,4964,12
2024-04-24,Criteo,Display Retargeting,1667.78,8339.03,552,7176,29
2024-04-24,Microsoft Ads,Search,1288.3,5787.99,544,8704,18
2024-04-25,Facebook Ads,Retargeting,1293.15,7099.57,341,3410,29
2024-04-25,Google Ads,Brand Search,1934.44,10340.88,391,6256,13
2024-04-25,Snapchat Ads,Prospecting,5043.55,21140.77,298,3874,13
2024-04-25,Pinterest Ads,Awareness,3124.84,13803.43,546,9282,45
2024-04-25,Tiktok Ads,Video,7566.84,31911.77,437,7866,21
2024-04-25,Affiliate,Affiliation,1987.56,9719.94,286,3146,15
2024-04-25,Liveintent,Email,3169.16,14658.15,273,6825,15
2024-04-25,Criteo,Display Retargeting,3384.98,14834.58,349,6980,27
2024-04-25,Microsoft Ads,Search,3038.79,16647.42,492,10332,26
2024-04-26,Facebook Ads,Retargeting,4431.38,20044.28,476,11900,24
2024-04-26,Google Ads,Brand Search,990.44,4507.63,598,12558,38
2024-04-26,Snapchat Ads,Prospecting,2624.15,11382.32,600,7800,21
2024-04-26,Pinterest Ads,Awareness,402.17,1613.64,270,6750,14
2024-04-26,Tiktok Ads,Video,1773.36,9644.32,482,4820,22
2024-04-26,Affiliate,Affiliation,2443.64,9051.09,438,7008,14
2024-04-26,Liveintent,Email,3859.2,17697.88,301,3010,22
2024-04-26,Criteo,Display Retargeting,10985.02,54084.07,454,10442,18
2024-04-26,Microsoft Ads,Search,3353.96,15222.17,506,8096,18
2024-04-27,Facebook Ads,Retargeting,8885.42,32192.58,381,3810,29
2024-04-27,Google Ads,Brand Search,4607.64,19628.2,466,6524,21
2024-04-27,Snapchat Ads,Prospecting,6563.93,25755.52,377,3770,16
2024-04-27,Pinterest Ads,Awareness,480.33,1883.0,441,4851,38
2024-04-27,Tiktok Ads,Video,1916.51,7650.98,491,7365,17
2024-04-27,Affiliate,Affiliation,2932.58,15881.74,357,4998,15
2024-04-27,Liveintent,Email,4175.67,15620.41,422,8862,23
2024-04-27,Criteo,Display Retargeting,305.04,1090.56,387,6579,19
2024-04-27,Microsoft Ads,Search,984.85,5387.16,501,6513,16
2024-04-28,Facebook Ads,Retargeting,1026.25,4752.04,324,4536,19
2024-04-28,Google Ads,Brand Search,11269.77,54710.55,442,7072,27
2024-04-28,Snapchat Ads,Prospecting,1274.51,6707.52,458,8244,29
2024-04-28,Pinterest Ads,Awareness,2083.15,8024.35,278,3058,19
2024-04-28,Tiktok Ads,Video,691.19,3671.97,373,5222,21
2024-04-28,Affiliate,Affiliation,2988.0,12415.84,421,8841,29
2024-04-28,Liveintent,Email,1043.23,3859.82,500,9500,29
2024-04-28,Criteo,Display Retargeting,734.4,2913.61,462,10626,22
2024-04-28,Microsoft Ads,Search,2301.62,8369.78,473,9933,33
2024-04-29,Facebook Ads,Retargeting,36.68,138.92,485,7275,27
2024-04-29,Google Ads,Brand Search,51.11,239.98,413,7021,19
2024-04-29,Snapchat Ads,Prospecting,1642.65,7241.09,355,6390,20
2024-04-29,Pinterest Ads,Awareness,248.54,1000.56,408,9792,18
2024-04-29,Tiktok Ads,Video,759.44,3687.89,516,7740,19
2024-04-29,Affiliate,Affiliation,2748.89,12400.89,373,5595,29
2024-04-29,Liveintent,Email,10778.24,39906.38,455,11375,27
2024-04-29,Criteo,Display Retargeting,5638.37,28551.26,523,7322,45
2024-04-29,Microsoft Ads,Search,4775.18,22940.85,572,8580,24
2024-04-30,Facebook Ads,Retargeting,1252.4,4503.99,420,5880,37
2024-04-30,Google Ads,Brand Search,9677.83,34216.49,458,6870,14
2024-04-30,Snapchat Ads,Prospecting,1823.59,8393.91,315,7560,14
2024-04-30,Pinterest Ads,Awareness,328.48,1248.23,356,5340,28
2024-04-30,Tiktok Ads,Video,3460.32,12588.65,585,8190,39
2024-04-30,Affiliate,Affiliation,435.67,2017.21,445,8010,22
2024-04-30,Liveintent,Email,1526.53,7326.55,351,4563,25
2024-04-30,Criteo,Display Retargeting,2552.57,13374.67,356,3560,17
2024-04-30,Microsoft Ads,Search,7473.83,36735.74,300,6600,13
2024-05-01,Facebook Ads,Retargeting,1658.72,8420.83,491,7856,21
2024-05-01,Google Ads,Brand Search,2953.88,13869.92,503,5533,42
2024-05-01,Snapchat Ads,Prospecting,12034.68,42909.12,310,6820,24
2024-05-01,Pinterest Ads,Awareness,343.72,1442.43,404,5656,22
2024-05-01,Tiktok Ads,Video,783.16,2919.33,504,11592,16
2024-05-01,Affiliate,Affiliation,1223.52,6449.76,367,9175,14
2024-05-01,Liveintent,Email,1335.82,5330.45,457,9597,15
2024-05-01,Criteo,Display Retargeting,1290.66,4891.02,277,3324,11
2024-05-01,Microsoft Ads,Search,5807.02,31236.25,537,12888,17
2024-05-02,Facebook Ads,Retargeting,3394.19,16506.62,317,4755,15
2024-05-02,Google Ads,Brand Search,2538.44,11881.84,599,7787,37
2024-05-02,Snapchat Ads,Prospecting,1003.59,5424.11,344,4816,30
2024-05-02,Pinterest Ads,Awareness,4707.0,23447.44,261,6264,14
2024-05-02,Tiktok Ads,Video,8411.57,33165.69,590,8850,18
2024-05-02,Affiliate,Affiliation,4667.4,21790.03,322,7728,14
2024-05-02,Liveintent,Email,4.25,17.41,553,12166,24
2024-05-02,Criteo,Display Retargeting,2743.01,9855.2,294,6762,21
2024-05-02,Microsoft Ads,Search,142.31,591.66,551,12673,19
2024-05-03,Facebook Ads,Retargeting,1624.7,6057.05,251,2510,8
2024-05-03,Google Ads,Brand Search,334.73,1570.09,566,13584,19
2024-05-03,Snapchat Ads,Prospecting,5049.68,25309.69,383,6511,16
2024-05-03,Pinterest Ads,Awareness,6328.26,32911.19,292,5256,14
2024-05-03,Tiktok Ads,Video,663.18,3366.69,561,14025,45
2024-05-03,Affiliate,Affiliation,2641.2,13013.53,313,7512,20
2024-05-03,Liveintent,Email,3322.95,16543.06,346,7958,15
2024-05-03,Criteo,Display Retargeting,2511.87,10124.77,352,7040,10
2024-05-03,Microsoft Ads,Search,703.59,3169.7,330,6930,17
2024-05-04,Facebook Ads,Retargeting,1614.24,7498.02,509,7635,20
2024-05-04,Google Ads,Brand Search,4135.88,20608.22,559,9503,48
2024-05-04,Snapchat Ads,Prospecting,219.0,802.32,563,10697,28
2024-05-04,Pinterest Ads,Awareness,248.5,1195.44,383,7660,24
2024-05-04,Tiktok Ads,Video,1302.74,5927.47,392,7056,14
2024-05-04,Affiliate,Affiliation,8451.82,34689.76,263,5523,16
2024-05-04,Liveintent,Email,3283.53,17659.82,505,10605,33
2024-05-04,Criteo,Display Retargeting,3375.52,16433.83,501,7515,22
2024-05-04,Microsoft Ads,Search,1335.87,7327.19,547,7658,37
2024-05-05,Facebook Ads,Retargeting,2247.45,10587.29,307,7675,14
2024-05-05,Google Ads,Brand Search,25.41,107.15,380,4180,29
2024-05-05,Snapchat Ads,Prospecting,2522.71,10450.88,560,13440,20
2024-05-05,Pinterest Ads,Awareness,6102.11,29288.13,419,9218,32
2024-05-05,Tiktok Ads,Video,2366.4,11034.4,312,6864,16
2024-05-05,Affiliate,Affiliation,5163.6,19586.19,462,5544,28
2024-05-05,Liveintent,Email,3212.47,16273.56,280,6440,19
2024-05-05,Criteo,Display Retargeting,320.6,1549.69,385,5005,28
2024-05-05,Microsoft Ads,Search,5808.31,27308.59,406,8932,31
2024-05-06,Facebook Ads,Retargeting,536.76,2271.93,446,5352,18
2024-05-06,Google Ads,Brand Search,5960.61,22001.06,282,5076,18
2024-05-06,Snapchat Ads,Prospecting,1196.89,4441.62,583,12826,51
2024-05-06,Pinterest Ads,Awareness,91.93,382.23,438,7884,26
2024-05-06,Tiktok Ads,Video,4280.09,15287.21,284,5964,10
2024-05-06,Affiliate,Affiliation,2729.43,9821.04,465,11625,24
